Submitted at,Country you live and work in,City,Gender,Your age,Your job title,What is your current type of employment?,Level of seniority,Primary field of work,Years of relevant design experience,Years of total working experience,Highest level of formal education attained,Did you have design-related education (Formal/informal)?,Select the relevant design-related education. Select all that apply.,"Select the relevant design-related education. Select all that apply. (Formal design education (Diploma, Degree..))",Select the relevant design-related education. Select all that apply. (Online certification (e.g. Coursera or IDF)),Select the relevant design-related education. Select all that apply. (Bootcamps (e.g. General Assembly)),Select the relevant design-related education. Select all that apply. (In-person certified courses),Select the relevant design-related education. Select all that apply. (Self-taught / informal / unstructured courses),Have you lived and worked in another country?,Currency you draw your salary in,Would you like to share your base salary on a monthly or annual basis?,Annual base salary,Monthly base salary,Annual bonus,Annual stock grant (in local currency),Other compensation (annual basis),Annual Total Comp,Annual Total Comp (SGD),Other benefits,What type of company do you currently work for?,Industry your company is in,Company size,Size of design team,Are you physically located at your company headquarters?,Work arrangement at company,Company name
2024-10-28 12:15:26,Singapore,Singapore,Woman,25 - 30,Product Designer (Mid weight),Full-time employee,Mid-level IC,Product / UX design,3,3,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Monthly,,"9,234","18,000",,,"128,808","128,808","Paid medical leave, Paid time off / vacation time, Health insurance, Flexible schedule, Budget for equipment or home office setup, Professional development, training, or learning fund",Government,Government & public services,51 - 200,11 - 50,Not applicable,2 days on-site,
2024-10-28 12:15:59,Singapore,Singapore,Woman,25 - 30,"Product designer, Senior Associate",Full-time employee,Senior IC,Product / UX design,4,4,Bachelor's degree,Yes,"Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses",FALSE,FALSE,TRUE,FALSE,TRUE,No,SGD,Monthly,,"6,950","20,000",,,"103,400","103,400","Health insurance, Onsite food / snacks, Professional development, training, or learning fund, Budget for equipment or home office setup",Bank,Banking & capital markets,"10,001 and above",101 and above,Yes,2 days on-site,
2024-10-28 12:16:00,Singapore,Singapore,Woman,25 - 30,UX Designer,Full-time employee,Junior IC (Entry level),Product / UX design,2,3,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Monthly,,"3,700","3,700",,,"48,100","48,100","Allowance for flexible working arrangement (remote/co-working space), Paid time off / vacation time, Paid medical leave",Large enterprise (MNC),Financial services,"10,001 and above",2 - 10,Yes,2 days on-site,UOB
2024-10-28 12:16:03,Singapore,Singapore,Woman,25 - 30,Assistant Manager,Fixed term contractor,Junior IC (Entry level),Product / UX research,1,1.5,Bachelor's degree,Yes,Self-taught / informal / unstructured courses,FALSE,FALSE,FALSE,FALSE,TRUE,No,SGD,Monthly,,"4,050",,,,"48,600","48,600","Professional development, training, or learning fund, Paid time off / vacation time, Paid medical leave, Allowance for flexible working arrangement (remote/co-working space), Onsite food / snacks, Health insurance, Dental insurance",Government,Government & public services,201 - 1000,2 - 10,Not applicable,2 days on-site,National Youth Council
2024-10-28 12:16:32,Singapore,Singapore,Woman,25 - 30,Senior product designer,Full-time employee,Senior IC,Product / UX design,8,8,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,SGD,Monthly,,"9,950","9,950",,"1,150","130,500","130,500","Health insurance, Flexible spending account, Paid time off / vacation time, Dental insurance, Paid medical leave, Professional development, training, or learning fund, Flexible schedule, Allowance for flexible working arrangement (remote/co-working space)",Small-medium enterprise,"Technology, media & telecommunications",201 - 1000,2 - 10,Yes,2 days on-site,
2024-10-28 12:18:11,Singapore,Singapore,Woman,25 - 30,UI/UX Designer,Full-time employee,Mid-level IC,Product / UX design,4,6,Bachelor's degree,No,,,,,,,No,SGD,Monthly,,"4,200","3,000",,,"53,400","53,400","Allowance for flexible working arrangement (remote/co-working space), Wellness (gym, fitness, etc), Health insurance, Paid medical leave, Onsite food / snacks, Dental insurance",Start-up,"Technology, media & telecommunications",11 - 50,2 - 10,Not applicable,3 days on-site,
2024-10-28 12:18:15,Singapore,Singapore,Woman,36 - 40,Head of Product Design,Full-time employee,Manager,Product / UX design,7,13,Bachelor's degree,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,No,SGD,Monthly,,"12,300","5,000",,500,"153,100","153,100","Flexible schedule, Budget for equipment or home office setup, Professional development, training, or learning fund, Health insurance",Start-up,Financial services,51 - 200,2 - 10,Yes,2 days on-site,
2024-10-28 12:24:31,Taiwan,Taipei,Woman,31 - 35,UX designer,Full-time employee,Senior IC,Product / UX design,5,7,Bachelor's degree,Yes,"Bootcamps (e.g. General Assembly), Formal design education (Diploma, Degree..)",TRUE,FALSE,TRUE,FALSE,FALSE,No,NTD,Monthly,,"50,000",,,,"600,000","25,200",Health insurance,Large enterprise (MNC),Travel,"1001 - 10,000",11 - 50,Yes,Fully on-site,
2024-10-28 12:27:02,Cambodia,Jakarta,Man,18 - 24,Creative Director,Full-time employee,Manager,Design leadership and management,6,6,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"10,000,000","10,000,000",,,"130,000,000","10,920",Paid medical leave,Start-up,"Technology, media & telecommunications",11 - 50,2 - 10,Yes,Fully on-site,
2024-10-28 13:09:41,Indonesia,Jakarta,Man,18 - 24,Graphic Designer,Full-time employee,Junior IC (Entry level),Marketing / graphic design,3,2,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"5,000,000",,,,"60,000,000","5,040","Flexible schedule, Budget for equipment or home office setup, Health insurance, Allowance for flexible working arrangement (remote/co-working space), Paid medical leave, Onsite food / snacks, Professional development, training, or learning fund",Small-medium enterprise,Beauty products,11 - 50,2 - 10,Yes,2 days on-site,Luxcrime
2024-10-28 13:11:16,Japan,Tokyo,Man,25 - 30,Product Designer,Full-time employee,Mid-level IC,Product / UX design,7,5,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Self-taught / informal / unstructured courses",TRUE,TRUE,FALSE,FALSE,TRUE,Yes,JPY,Annual,"8,000,000",,"100,000",,,"8,100,000","71,280","Internet / mobile phone subsidies, Professional development, training, or learning fund, Allowance for flexible working arrangement (remote/co-working space), Budget for equipment or home office setup, Flexible schedule, Health insurance, Wellness (gym, fitness, etc), Paid time off / vacation time, Transport subsidies",Start-up,Financial services,"1001 - 10,000",11 - 50,Yes,Fully remote,PayPay
2024-10-28 13:13:06,Indonesia,Jakarta,Man,25 - 30,senior database engineer,Full-time employee,Senior IC,telecommunication,7,7,Diploma,No,,,,,,,No,IDR,Monthly,,"14,000,000",,"16,500,000",,"184,500,000","15,498","Transport subsidies, Health insurance, Meal subsidies, Internet / mobile phone subsidies",Large enterprise (MNC),"Technology, media & telecommunications","10,001 and above",2 - 10,Yes,Fully on-site,huawei
2024-10-28 13:23:34,Singapore,Singapore,Man,25 - 30,Digital product designer,Full-time employee,Mid-level IC,Product / UX design,3,4,Diploma,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Monthly,,"3,400","3,400",,,"44,200","44,200","Budget for equipment or home office setup, Paid medical leave, Paid time off / vacation time, Wellness (gym, fitness, etc), Onsite food / snacks",Agency / Consulting,"Technology, media & telecommunications",1 - 10,2 - 10,Not applicable,Fully on-site,
2024-10-28 13:26:24,Singapore,Singapore,Man,25 - 30,User Experience Designer,Intern/Apprentice,Junior IC (Entry level),Product / UX design,1,5,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses",FALSE,TRUE,TRUE,FALSE,TRUE,Yes,SGD,Monthly,,"1,200",,,,"14,400","14,400","Flexible schedule, Flexible spending account",Small-medium enterprise,Banking & capital markets,201 - 1000,2 - 10,Yes,1 day on-site,
2024-10-28 13:40:05,Singapore,Singapore,Man,25 - 30,Senior Product Designer,Full-time employee,Mid-level IC,Product / UX design,3,3,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Self-taught / informal / unstructured courses",TRUE,FALSE,FALSE,FALSE,TRUE,No,SGD,Monthly,,"5,180","5,180",,,"67,340","67,340","Health insurance, Paid medical leave, Paid time off / vacation time",Large enterprise (MNC),Automotive,"1001 - 10,000",2 - 10,Yes,4 days on-site,
2024-10-28 13:45:20,Singapore,Singapore,Woman,25 - 30,Product Designer,Fixed term contractor,Junior IC (Entry level),Product / UX research,1.5,1.5,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Monthly,,"5,850","8,000",,,"78,200","78,200",,Non-profit,"Technology, media & telecommunications",11 - 50,2 - 10,Yes,2 days on-site,Singapore International Foundation (Our Better World)
2024-10-28 14:10:25,Singapore,Singapore,Man,25 - 30,UX Architect,Full-time employee,Mid-level IC,Product / UX design,3,3,Master's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Monthly,,"8,000","30,000",,,"126,000","126,000",,Government,Government & public services,"1001 - 10,000",11 - 50,Yes,3 days on-site,
2024-10-28 14:21:22,Indonesia,Jakarta,Man,25 - 30,Senior Graphic Designer,Full-time employee,Senior IC,Marketing / graphic design,7,8,High school / secondary school,Yes,Self-taught / informal / unstructured courses,FALSE,FALSE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"10,000,000",,,"850,000","120,850,000","10,151","Paid medical leave, Flexible schedule",Start-up,Education,11 - 50,Team of 1,Yes,3 days on-site,Edukita
2024-10-28 14:32:37,Indonesia,Malang,Man,18 - 24,Graphic Designer,Self-employed (Freelancers; own company),Mid-level IC,Marketing / graphic design,4,4,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"6,000,000",,,,"72,000,000","6,048","Allowance for flexible working arrangement (remote/co-working space), Design Tools",Agency / Consulting,Graphic Design Agency,1 - 10,2 - 10,No,Fully remote,Kemsgraphics
2024-10-28 14:33:15,Singapore,Singapore,Man,46 - 50,Design Lead,Full-time employee,Manager,Product / UX design,20,25,Bachelor's degree,Yes,Self-taught / informal / unstructured courses,FALSE,FALSE,FALSE,FALSE,TRUE,No,SGD,Annual,"108,000",,"22,500",,,"130,500","130,500","Allowance for flexible working arrangement (remote/co-working space), Professional development, training, or learning fund, Health insurance, Dental insurance, Paid medical leave",Government,Government & public services,"1001 - 10,000",2 - 10,Not applicable,3 days on-site,
2024-10-28 14:54:17,Singapore,Singapore,Woman,25 - 30,UXUI Designer,Full-time employee,Junior IC (Entry level),Product / UX design,1,5,Master's degree,Yes,"Formal design education (Diploma, Degree..), Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses",TRUE,FALSE,TRUE,FALSE,TRUE,Yes,SGD,Monthly,,"4,000","3,600",,"1,200","52,800","52,800",,Small-medium enterprise,Professional Services,51 - 200,2 - 10,Yes,1 day on-site,
2024-10-28 15:39:02,Indonesia,Bandung,Woman,25 - 30,Graphic Designer,Full-time employee,Lead / Staff / Principal IC,Marketing / graphic design,3,4,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"3,800,000","500,000",,,"46,100,000","3,872","Health insurance, Meal subsidies, Paid time off / vacation time",food and beverage,food and beverages,11 - 50,Team of 1,Yes,Fully on-site,Gijon Steakhouse
2024-10-28 17:05:44,Indonesia,Jakarta,Man,25 - 30,UI Designer,Full-time employee,Mid-level IC,Visual / UI design,3,3,High school / secondary school,Yes,"Online certification (e.g. Coursera or IDF), In-person certified courses, Self-taught / informal / unstructured courses",FALSE,TRUE,FALSE,TRUE,TRUE,No,IDR,Monthly,,"6,300,000","10,000,000",,,"85,600,000","7,190","Health insurance, Flexible schedule, Professional development, training, or learning fund, Meal subsidies, Paid time off / vacation time, Onsite food / snacks, Allowance for flexible working arrangement (remote/co-working space), Dental insurance",Agency / Consulting,"Technology, media & telecommunications",201 - 1000,Team of 1,Yes,2 days on-site,
2024-10-28 22:29:40,Indonesia,Jakarta,Woman,18 - 24,Marketing Designer,Full-time employee,Junior IC (Entry level),Marketing / graphic design,3,3,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"7,000,000","9,000,000",,"7,500,000","100,500,000","8,442","Paid time off / vacation time, Allowance for flexible working arrangement (remote/co-working space), Paid medical leave, Other",Start-up,"Technology, media & telecommunications",51 - 200,2 - 10,No,Fully remote,
2024-10-29 0:08:53,Indonesia,Jakarta,Non-binary/Non-conforming,25 - 30,Senior Manager - Product Design,Full-time employee,Manager,Design leadership and management,5,7,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF)",TRUE,TRUE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"25,000,000","56,000,000",,"50,000,000","406,000,000","34,104","Dental insurance, Allowance for flexible working arrangement (remote/co-working space), Transport subsidies, Health insurance, Professional development, training, or learning fund, Internet / mobile phone subsidies",Large enterprise (MNC),Banking & capital markets,"10,001 and above",11 - 50,Yes,3 days on-site,
2024-10-29 0:42:58,Singapore,Singapore,Man,31 - 35,UX Designer,Full-time employee,Junior IC (Entry level),Product / UX design,2.5,9,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Annual,"55,200",,,,,"55,200","55,200","Health insurance, Paid medical leave, Dental insurance, Allowance for flexible working arrangement (remote/co-working space), Paid time off / vacation time, Onsite food / snacks, Budget for equipment or home office setup",Small-medium enterprise,Software Development,201 - 1000,2 - 10,Yes,4 days on-site,
2024-10-29 0:59:23,Singapore,Singapore,Woman,18 - 24,UI/UX Designer (Solo),Full-time employee,Lead / Staff / Principal IC,Product / UX design,2,2,Bachelor's degree,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,Yes,IDR,Monthly,,"1,070,000",,,,"12,840,000","1,079",,Start-up,Inspection Services,1 - 10,Team of 1,No,Fully remote,
2024-10-29 2:36:04,Indonesia,Jakarta,Man,31 - 35,Sr. Product Designer,Full-time employee,Senior IC,Product / UX design,7,11,Diploma,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Annual,"96,000,000",,,,"3,600,000","99,600,000","8,366","Internet / mobile phone subsidies, Paid time off / vacation time, Professional development, training, or learning fund, Paid medical leave, Budget for equipment or home office setup",Agency / Consulting,"Technology, media & telecommunications",51 - 200,2 - 10,Not applicable,Fully remote,
2024-10-29 3:01:10,Indonesia,Jakarta,Man,25 - 30,Motion Graphic Designer,Full-time employee,Senior IC,Motion / animation design,5,6,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"7,500,000",,,,"90,000,000","7,560",,Small-medium enterprise,ERP Software House,51 - 200,2 - 10,Yes,Fully on-site,HashMicro
2024-10-29 3:55:38,Malaysia,Kuala Lumpur,Woman,25 - 30,Producr Designer,Full-time employee,Lead / Staff / Principal IC,Product / UX design,8,4,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Self-taught / informal / unstructured courses",FALSE,TRUE,FALSE,FALSE,TRUE,No,MYR,Annual,"50,000",,"2,000",,,"52,000","15,761","Flexible schedule, Professional development, training, or learning fund, Onsite food / snacks",Start-up,"Technology, media & telecommunications",1 - 10,Team of 1,Yes,Fully remote,Solvnex Digital
2024-10-29 4:22:22,Indonesia,Jakarta,Man,25 - 30,Senior Graphic Designer,Full-time employee,Lead / Staff / Principal IC,Marketing / graphic design,7,8,Diploma,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"6,500,000","6,500,000",,,"84,500,000","7,098",Onsite food / snacks,Agency / Consulting,Government & public services,11 - 50,Team of 1,Yes,Fully on-site,Better & Co.
2024-10-29 6:14:24,Indonesia,Jakarta,Woman,25 - 30,Graphic Designer,Self-employed (Freelancers; own company),Mid-level IC,Marketing / graphic design,4,4,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"9,000,000",,,,"108,000,000","9,072",,Agency / Consulting,Digital agency,51 - 200,2 - 10,No,Fully remote,
2024-10-29 6:32:26,Indonesia,Bandung,Woman,18 - 24,Graphic Designer,Self-employed (Freelancers; own company),Mid-level IC,Marketing / graphic design,3,3,Diploma,Yes,"Bootcamps (e.g. General Assembly), Online certification (e.g. Coursera or IDF), Self-taught / informal / unstructured courses",FALSE,TRUE,TRUE,FALSE,TRUE,No,IDR,Monthly,,"4,500,000",,,,"54,000,000","4,536",Allowance for flexible working arrangement (remote/co-working space),Agency / Consulting,Consumer products,11 - 50,2 - 10,No,Fully remote,PT. Alphaclass Cipta Tenggara
2024-10-29 7:05:35,Singapore,Singapore,Woman,18 - 24,UI/UX designer,Full-time employee,Junior IC (Entry level),Product / UX design,5,1,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Monthly,,"4,700","4,700",,,"61,100","61,100",,Large enterprise (MNC),Power & utilities,"1001 - 10,000",Team of 1,Yes,4 days on-site,
2024-10-29 7:13:53,Vietnam,Ho Chi Minh City,Man,36 - 40,Product Design Manager,Full-time employee,Manager,Product / UX design,10,15,Bachelor's degree,No,,,,,,,No,VND,Monthly,,"150,000,000","450,000,000","150,000,000",,"2,400,000,000","127,200","Professional development, training, or learning fund, Onsite food / snacks, Health insurance, Wellness (gym, fitness, etc), Flexible schedule, Paid time off / vacation time, Paid medical leave",Large enterprise (MNC),Government & public services,"1001 - 10,000",51 - 100,No,2 days on-site,
2024-10-29 7:16:27,Indonesia,Bekasi,Woman,25 - 30,UI/UX Designer,Fixed term contractor,Mid-level IC,Product / UX design,4,3,Bachelor's degree,Yes,"Self-taught / informal / unstructured courses, Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"6,200,000","6,000,000",,,"80,400,000","6,754","Allowance for flexible working arrangement (remote/co-working space), Professional development, training, or learning fund, Transport subsidies, Other",Agency / Consulting,"Technology, media & telecommunications",11 - 50,2 - 10,No,Fully remote,WidaTech
2024-10-29 7:25:33,Malaysia,Kuala Lumpur,Man,25 - 30,Product Designer,Full-time employee,Mid-level IC,Product / UX design,5,5,Diploma,No,,,,,,,No,MYR,Monthly,,"13,500",,,,"162,000","49,103","Allowance for flexible working arrangement (remote/co-working space), Paid medical leave, Professional development, training, or learning fund, Paid time off / vacation time, Health insurance",Start-up,"Technology, media & telecommunications",11 - 50,Team of 1,No,Fully remote,Alphaus Cloud
